12389075	CoffeeMachine	샤오미 미지아 S1301	생각보다 크기가 작네요. 아담한 싸이즈라 맘에 듭니다.	생각보다 크기가 작네요. 아담한 싸이즈라 맘에 듭니다.	100	옥션	2020.11.15.	bu****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	배송도 생각보다 빠르고 머신자체는 만족합니다~!!	배송도 생각보다 빠르고 머신자체는 만족합니다~!!	80	옥션	2020.12.02.	01****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋은제품 감사합니다.	좋은제품 감사합니다.15일 구매, 23일 받았습니다. 잘 됩니다.~	100	G마켓	2020.12.23.	de****	"['<img src=""http://bampic.gmarket.co.kr/v1/706/719/1871719706/00566/1871719706340483656600.jpg"" alt=""좋은제품 감사합니다.15일 구매, 23일 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	배송도 빠르고, 제품도 너무 좋네요...   사업 번창하세요	100	11번가	2021.06.29.	km****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	완전 핫딜은 아니지만	저렴하게 구입했네요. 다음날 몇백원 내려서 아쉬웠네요.	100	G마켓	2021.07.02.	so****	"['<img src=""http://bampic.gmarket.co.kr/v1/434/892/2106892434/00896/2106892434353502089600.jpg"" alt=""저렴하게 구입했네요. 다음날 몇백원 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	작고 너무 좋아요	싸이즈도 작고 좋네요사용법도 간단하고 만족합니다	100	G마켓	2021.09.12.	ru****	"['<img src=""http://bampic.gmarket.co.kr/v1/350/694/1866694350/00033/1866694350358399103300.jpg"" alt=""싸이즈도 작고 좋네요사용법도 간단하고 만족합니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	배송도 완전빠르고 저렴하게 구입했구 예뻐요 완전!!	배송도 완전빠르고 저렴하게 구입했구 예뻐요 완전!!	100	옥션	2020.12.02.	sh****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	생각보다 배송빨랐어요배송상태 훌륭하고 제품도 이상없어...	생각보다 배송빨랐어요배송상태 훌륭하고 제품도 이상없어요	100	옥션	2021.02.06.	ak****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	가격대비 성능도 좋고 컴팩트한 싸이즈도 좋아요	100	11번가	2021.05.22.	ay****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	엄청 귀엽게 생겼습니다.	잘 사용하겠습니다. 만족합니다. 고장만 안나면 좋겠네요	100	G마켓	2021.06.18.	hb****	"['<img src=""http://bampic.gmarket.co.kr/v1/434/892/2106892434/00034/2106892434352672903400.jpg"" alt=""잘 사용하겠습니다. 만족합니다. 고장..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	꽤 깔끔하고 가성비 좋습니다	디자인도 깔끔하고 가성비 좋습니다	100	G마켓	2021.07.19.	Jr****	"['<img src=""http://bampic.gmarket.co.kr/v1/607/465/2096465607/00930/2096465607354532293000.jpg"" alt=""디자인도 깔끔하고 가성비 좋습니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	현존 가성비 최고... 소문이 맞는듯요..	현존 가성비 최고... 소문이 맞는듯요..	100	옥션	2021.08.31.	bl****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	추천합니다	디자인, 품질, 배송 다 맘에 듭니다	100	G마켓	2021.09.18.	ba****	"['<img src=""http://bampic.gmarket.co.kr/v1/607/465/2096465607/00166/2096465607358912816600.jpg"" alt=""디자인, 품질, 배송 다 맘에 듭니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	작고 이뻐요	주문후 휴일이 많아 12일만에 도착했습니다 작고 이뻐요	100	G마켓	2021.01.02.	ha****	"['<img src=""http://bampic.gmarket.co.kr/v1/706/719/1871719706/01622/1871719706340908062200.jpg"" alt=""주문후 휴일이 많아 12일만에 도착했..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.gmarket.co.kr/v1/706/719/1871719706/02622/1871719706340908062200.jpg"" alt=""주문후 휴일이 많아 12일만에 도착했..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	사이즈도 작고 좋아요	사이즈도 작고 사용하기도 편리합니다.	80	G마켓	2021.09.15.	ea****	"['<img src=""http://bampic.gmarket.co.kr/v1/734/658/1871658734/00983/1871658734358455598300.jpg"" alt=""사이즈도 작고 사용하기도 편리합니다."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	사용해 보니까 너무 편하고 맛이 좋아요~! 강츄!	사용해 보니까 너무 편하고 맛이 좋아요~! 강츄!	100	옥션	2020.12.03.	pr****	"['<img src=""http://bampic.auction.co.kr/v1/836/054/b900054836/00606/b900054836183572760600.jpg"" alt=""사용해 보니까 너무 편하고 맛이 좋아요~! 강츄!"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/836/054/b900054836/01606/b900054836183572760600.jpg"" alt=""사용해 보니까 너무 편하고 맛이 좋아요~! 강츄!"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	소음이 작아서 조용	호환성이 좋고 소음이 작아서 만족	100	G마켓	2021.06.30.	yo****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요	배송이 한달 가까이 걸리긴 했지만 지품은 만족	80	G마켓	2020.10.11.	ra****	"['<img src=""http://bampic.gmarket.co.kr/v1/540/568/1873568540/00906/1873568540333101090600.jpg"" alt=""배송이 한달 가까이 걸리긴 했지만 지품은 만족"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	작지만 강하다	커피는 샤오미 쌈밥은 미조리	100	G마켓	2021.06.21.	jc****	"['<img src=""http://bampic.gmarket.co.kr/v1/434/892/2106892434/00855/2106892434352572885500.jpg"" alt=""커피는 샤오미 쌈밥은 미조리"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	작고 예뻐요	저희집 정수기 동생 같아요ㅎㅎ 잘쓸께요	100	G마켓	2021.03.05.	pi****	"['<img src=""http://bampic.gmarket.co.kr/v1/734/658/1871658734/00413/1871658734345625641301.jpg"" alt=""저희집 정수기 동생 같아요ㅎㅎ 잘쓸께요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요	커피맛 좋고 만족스럽습니다	100	G마켓	2020.11.11.	rl****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	종습니다. 디자인도 이쁨니다	종습니다. 디자인도 이쁨니다	80	옥션	2021.04.20.	c8****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	오호  마음에들어요 와이프가 좋아해묘	100	11번가	2021.07.02.	ki****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	작고 깔끔하고 잘 작동되네요.	100	11번가	2021.07.30.	dr****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋습니다.	앙증맞은 사이즈가 귀엽네요!	100	G마켓	2021.08.13.	ma****	"['<img src=""http://bampic.gmarket.co.kr/v1/607/465/2096465607/00596/2096465607356329859600.jpg"" alt=""앙증맞은 사이즈가 귀엽네요!"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	배송이 생각보다 매우 빠르네요. ^^	배송이 생각보다 매우 빠르네요. ^^	100	옥션	2020.10.30.	pa****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	샤오미  캡슐머신	깔끔하고  견고하게 만들어졌네요	80	G마켓	2021.02.06.	dj****	"['<img src=""http://bampic.gmarket.co.kr/v1/734/658/1871658734/00995/1871658734343389299500.jpg"" alt=""깔끔하고  견고하게 만들어졌네요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	아주 잘 작동합니다 만족합니다	아주 잘 작동합니다 만족합니다	100	옥션	2021.01.15.	ha****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	배송 주말포함 7일 매우 빠름.	배송 주말포함 7일 매우 빠름.	100	옥션	2021.03.25.	si****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	가성비가 너무너무 좋아요 ㅎ	100	11번가	2021.07.21.	to****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	깔끔하고 콤팩트해요. 	깔끔하고 콤팩트해요. 	100	신세계몰	2020.11.26.	sn****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	잘 되네요 가성비 좋아요	잘 되네요 가성비 좋아요	100	옥션	2021.01.08.	ra****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	ㅈ배송빠르고 너무 좋아 요	ㅈ배송빠르고 너무 좋아 요	100	G마켓	2021.04.03.	kk****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요!	배송빨랐고 잘작동되네요	100	G마켓	2021.04.12.	re****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최악이에요	전원 콘센트 접촉불량	20	11번가	2021.07.01.	sk****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	너무 만족스럽습니다.	너무 만족스럽습니다.	100	옥션	2020.12.26.	ma****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	빠르게 왔어요 굿굿요	빠르게 왔어요 굿굿요	100	G마켓	2021.02.24.	eh****	"['<img src=""http://bampic.gmarket.co.kr/v1/932/038/1875038932/00655/1875038932344549365500.jpg"" alt=""빠르게 왔어요 굿굿요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	조그마한게 good	정말 좋네요 강추ㅡㅡㅡ	100	G마켓	2021.06.21.	ch****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	맛나네요..ㅂ굿입니다	맛나네요..ㅂ굿입니다	80	옥션	2020.12.01.	sh****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	추석언휴있어서	추석언휴있어서	80	옥션	2020.10.17.	yo****	"['<img src=""http://bampic.auction.co.kr/v1/331/351/b901351331/00830/b901351331180905783000.jpg"" alt=""추석언휴있어서"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	신속한 배송	신속한 배송	100	옥션	2020.11.25.	sa****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	대박~~~	대박~~~	100	옥션	2021.03.14.	ro****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	배송은 월요일 오전주문해서 토요일 오전에 받았으니 정확히 6일 걸렸네요.해외배송 치고는 참 빨랐던것 같아요.다른 후기들 보니 세관 검사하는 과정에서 이틀정도 묶여있는것 같던데 저도 그랬구요~도착하자마자 10번정도 물만 내리며 세척후 캡슐 뽑았는데 작동 잘 되고 좋습니다.엄청 간편해요.스타벅스, 일리 커피 호환이라 넘 좋구요.커피 내린후 물 몇번 더 내려주면 세척도 되니 간편하게 사용할수 있을것 같습니다.크기도 작아서 자리도 얼마차지하지 않아 더 만족이구요.요즘 코로나로 카페가기도 꺼려지는데 당분간 홈카페로 잘 즐길건 같습니다.	100	11번가	2020.09.19.	bl****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	쪼꼬만게 맛있게 커피 내려줘서 너무 만족스럽네요일리 캡슐은 네스프레소 호환 일리캡슐 구매하면 가능합니다잘 사용할게요!!!	100	11번가	2020.09.23.	ph****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	해외배송치고 빠르고 너~~~~무 만족합니다.아침마다 커피향 좋아요 소확행이.이런거일듯다 호환된다고 하니 바로 스벅캡슐100개 샀네요기본캡슐도 줘서 배송오기 전까지 먹으면 될거같아요 샤오미.갑성비~	100	11번가	2020.09.24.	ha****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	커피 맛도 무난하고 사용되는 캡슐도 많고 좋넹요~~~^^	100	11번가	2020.09.17.	su****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	해외배송임을 감안하면 배송이 빨랐고 배송 상태도 좋았습니다. 미니멀하고 심플, 깔끔한 점도 좋고 서비스로 캡슐커피 주신 점도 좋았어요! 매우 만족해요!	100	11번가	2020.09.16.	be****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	배송은 좀 걸렸지만 제품은 가성비좋아요~ 네쏘캡슐 호환되는게 장점이에요^^	100	11번가	2020.09.10.	jm****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	배송도 빠르고 제품도 좋습니다 잘쓸게요저는 78,110원에 구입했네요.	100	11번가	2020.09.23.	ks****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	제품도 좋고 배송도 빠릅니다	100	11번가	2020.09.21.	ps****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요	1세대 가지고 있던거랑 비교해서 보니 5세대가 작긴 해요. 캡슐넣는 윗면이 평편해서 더 깔끔합니다. 화이트라 깨끗해보이고~ 자리차지 안해서 좋아요.일리캡슐이랑 스벅캡슐 내렸을 때 추출량이 다르긴 합니다. 브랜드별 캡슐 분쇄원두의 압 차이겠지요?? ㅎㅎ 룽고로 내렸을 때 기준 일리는 90ml 정도. 스벅은 110ml로 추출됩니다. 캡슐도 잘 뚫려있고, 추출펌프 고장 없이 오래 쓰면 좋겠네요 ㅎㅎㅎㅎ	80	11번가	2020.09.07.	an****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	현직 로스터 입니다.커피맛은 캡슐 종류가 다양하니 어떻다고 말할수 없을거같고요. 이가격으로 구매하기 괜찮은 제품인거 같습니다.청소도 편하고 추출도 잘됩니다.사이즈도 컴팩트하고 심플하네요.	100	11번가	2020.09.07.	su****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	10월 배송도착 예정이였는데 1주일만에 받았어요.돼지코도 넣어주시고 문의 답변도 잘 처리해주시고스**스 캡슐 투출샷 이에요.투출 잘되고 커피 냄새가 너무 좋아요.홈카페 저렴한 가격에 성공적이네요.	100	11번가	2020.09.23.	hp****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	배송이 상당히 빨랐어요~9월18일 발송 된다고 좌절중이었는데 5일만에 왔어요!!!소음도 생각보다 덜하고 괜찮아요같이 온 캡슐은 ㅠㅠ	100	11번가	2020.09.05.	ta****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	빠른 배송 감사합니다.	빠른 배송 감사합니다.	100	옥션	2020.10.23.	se****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요	사이즈 아담하고 넘 좋아요~~근데 콜드컵처럼 긴사이즈 사용하기엔 좀 불편하네요	100	G마켓	2020.10.11.	ps****	"['<img src=""http://bampic.gmarket.co.kr/v1/350/694/1866694350/00205/1866694350332813420500.jpg"" alt=""사이즈 아담하고 넘 좋아요~~근데 콜..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	맘에들어요	맘에들어요 맘에들어요	60	G마켓	2020.10.30.	ai****	"['<img src=""http://bampic.gmarket.co.kr/v1/734/658/1871658734/00826/1871658734335943482600.jpg"" alt=""맘에들어요 맘에들어요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	드디어 왓네요... 제품 이상없이 잘 왓네요.~~^^ㅎ...	드디어 왓네요... 제품 이상없이 잘 왓네요.~~^^ㅎㅎ	100	옥션	2020.11.11.	mi****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요	좋아요	80	옥션	2020.11.17.	pr****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	.	.	80	옥션	2020.11.25.	do****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요 잘산것 같아요	좋아요 잘산것 같아요	80	옥션	2020.12.11.	hs****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	감사합니다	감사합니다 감사합니다 ㅎㅎ	100	G마켓	2021.01.18.	n*****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요	잘사용 하고있습니다	100	G마켓	2021.03.01.	cb****	"['<img src=""http://bampic.gmarket.co.kr/v1/734/658/1871658734/00684/1871658734343732568400.jpg"" alt=""잘사용 하고있습니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요	집에 쓰고 있는데 선물하려 구입	100	G마켓	2021.04.07.	ho****	"['<img src=""http://bampic.gmarket.co.kr/v1/350/694/1866694350/00931/1866694350347911993100.jpg"" alt=""집에 쓰고 있는데 선물하려 구입"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	괜춘해요	괜춘해요 먹을만해요	100	G마켓	2021.04.21.	jk****	"['<img src=""http://bampic.gmarket.co.kr/v1/734/658/1871658734/00084/1871658734347554008400.jpg"" alt=""괜춘해요 먹을만해요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	좋습니다.	커피 잘 나오고 실물이 더 이쁩니다.	100	G마켓	2021.06.10.	hj****	"['<img src=""http://bampic.gmarket.co.kr/v1/434/892/2106892434/00145/2106892434352097114500.jpg"" alt=""커피 잘 나오고 실물이 더 이쁩니다."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	ㅈ	잘 받았습니다 감사합니다	100	G마켓	2021.06.05.	lu****	"['<img src=""http://bampic.gmarket.co.kr/v1/434/892/2106892434/00649/2106892434351668064900.jpg"" alt=""잘 받았습니다 감사합니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	최고예요	선물하려고샀어요 2주예상한다고했는데 일주일도 안되서 도착했어요 :)	100	11번가	2021.07.14.	yg****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	좋아요	좋아요 많이 많이 파세요	100	G마켓	2021.08.31.	ju****	"['<img src=""http://bampic.gmarket.co.kr/v1/607/465/2096465607/00172/2096465607356877417200.jpg"" alt=""좋아요 많이 많이 파세요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12389075	CoffeeMachine	샤오미 미지아 S1301	너무 좋숩니다	너무 좋숩니다	100	옥션	2021.09.06.	lw****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	빠른배송 굳	빠른배송 굳	100	옥션	2021.09.09.	so****	[]
12389075	CoffeeMachine	샤오미 미지아 S1301	잘받았습니다	잘받았습니다	80	옥션	2021.09.17.	sj****	"['<img src=""http://bampic.auction.co.kr/v1/631/314/b896314631/00067/b896314631187881406700.jpg"" alt=""잘받았습니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12249479	CoffeeMachine	네스카페 돌체구스토 지니오S 플러스	  구매한지 한참 되었는데 이제야 후기를 남기네요.  	 <br> 구매한지 한참 되었는데 이제야 후기를 남기네요. <br> 처음에 구매할 때 진짜 고민 많이 하고 많이 찾아봤어요. <br> 지니오도 기본이 있고 s가 있고 플러스가 있고 해서 엄청 헤맸습니다.  <br> 그러다 누가 자세한 후기 남긴거 보고 이거다 싶었습니다. <br>  <br> 일단 다른 브랜드에 비해 호환 되는 게 많아서 좋아요.  <br> 특히 스타벅스도 호환이 되는데 캡슐을 매장 아니어도 이마트에서 구매할 수 있어 더욱 좋네요.. <br> 설명서 대충 읽어보고 한번 해봤는데 캡슐에 따라 조절 하는 게 달라 잘 보고 해야겠어요.  <br> 용량이 작다고 생각될 수 있는데 200ml 기준 두 잔까지는 가능할 물량이네요. <br>  맛도 나쁘지 않아요. 반자동추출만큼의 진한 맛은 아니지만 가격 대비 가성비 굿입니다. <br> 개인적으로 진하고 쓴맛을 좋아해서 반신반의했거든요.  캡슐원두만 잘 고르면 맛있게 마실 수 있겠어요. <br> 부족하면 두 번 추출해도 되고, <br> 높이 조절되고 자동온도조절되고 알아서 꺼지고, <br> 공간도 많이 차지하지 않아요. 중간 사이즈 커피포트보다 조금 크다 싶은 정도예요. <br> 여러 부분에서 기능이 다양한 거 보다 기본에 충실한 제품이 좋은 것 같습니다. <br> 고장 없이 오래 사용했으면 좋겠어요. <br>  <br> 사은품으로 스타벅스 머그컵 370ml랑 캡슐 한통 받았습니다. <br> 나중에 부모님도 하나 장만해드려야겠어요~~ <br> 	100	신세계몰	2021.08.25.	lk****	[]
12249479	CoffeeMachine	네스카페 돌체구스토 지니오S 플러스	최고예요	토피넛 라떼를 좋아해서  마트에서캡슐을 사왔는데  집에 있던 돌체구스토 물통과본체사이 물샘이 심각하여 10 년정도 되어  제품알아보다  신제품과 기존 기기들 가격차이가 얼마 안나서 요제품으로 주문  택배물류가 밀리다보니 배송은 도착날짜보다 늦게 도착 하였으나 잘받았어요, 근데  요제품 밀봉스트커가 없으니  좀그랬어요.  기기에 잔잔한 스크래치가 많아요, 예전 제품은 안그랬는데 생산에서부터 좀신경 ？㎱만？ 했어요. 온도도 4단계로 잘되고  아로마부스트는 월래 그런지 함돌고 멈추고 다시 내려지더라구요,  냉수만 아직 사용을 안해봐서 잘되는지 안되는지 모르겠구요,   기기도 작아 기존 커피메이커나  에소머신보다 작아서 맘에들어요.	100	11번가	2020.12.11.	ze****	[]
12249479	CoffeeMachine	네스카페 돌체구스토 지니오S 플러스	좋아요	배송은 바로 온다고 했는데 생각보다 늦게 왔어요처음 도착했을 때 세척하려고 하는데기계가 먹통이고, 물 내려오는 소리가 아주 작게 들리다가 끊기는 등 문제가 있었습니다코드를 다시 꼽아서 켠 뒤부터 잘 되긴 했어요토요일에 받은 상황인데 기계가 안돼서 좀 황당하면서 당황스러웠습니다어쨌든 지금은 잘 되네요테스트 캡슐을 두세개정도 주시면 어떨까요그점이 아쉽습니다크기가 작고 자리차지를 많이 하지 않아요커피내리는 소리는 아시다시피 작진 않습니다 거슬릴 정도는 아니에요	80	11번가	2021.01.12.	k_****	[]
12249479	CoffeeMachine	네스카페 돌체구스토 지니오S 플러스	최고예요	초창기모델 피콜로 모델이니 커피맛이 좋지않더라구요캡슐이 아깝다는 생각이들어서 11번가신한카드 찬스써서 2만원 할인받아서 샀어요 베이직과 고민했지만 여름에 아아마실땐 에스프레소 아로마부스터있는게 나을꺼같아서 만원더쓰고 샀어요^^쿠ㅍ에 캡슐 케빈잇스페셜티로 내렸는데 피콜로와 확연히 차이나네요맛이 부드럽고 넘조아요 스벅이야머 맛보장이라 캡슐호환되는 케빈잇 잘 내려져서 흡족합니다그리고 사은품가방 마니커요 장바구니쓰셔도 될거같아요스벅캡슐은 3월생산이구 영국생산입니다^^	100	11번가	2021.04.23.	kk****	[]
12249479	CoffeeMachine	네스카페 돌체구스토 지니오S 플러스	귀여워요	배송받고 너무 작아서 깜짝 놀랐네요이 작은게 커피를 만들어 낼 수 있을까 싶었는데 다행히 커피는 잘 나옵니다ㅋㅋ소리가 좀 크기는 하지만 괜찮은 정도고 보내주신 스벅캡슐은 그럭저럭 괜찮네요.쿠폰으로 돌체구스토 캡슐도 할인 받아 구매했는데 맛은 그냥 별로라...  이제 입맛에 맞는 캡슐 찾아야 할 거 같아요??장점은 전자동이라 편하고 아주 예쁩니다.^^ 세척도 편한거 같아요.	80	G마켓	2021.05.15.	1p****	"['<img src=""http://bampic.gmarket.co.kr/v1/471/105/1885105471/01262/1885105471350316426200.jpg"" alt=""배송받고 너무 작아서 깜짝 놀랐네요..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
12249479	CoffeeMachine	네스카페 돌체구스토 지니오S 플러스	최고예요	배송도 빠르고 간편하고 크기도 크지않아 자리도 덜차지하고  커피도 맛있어요 택배파업으로 선물할것도 제가 받아서 선물할려고 두개 한주소로 받았는데 발송날짜는 같으나 하나는 어제 도착 하나는 오늘 도착 근데 어제 받은건 상자가 겉에도 돌체구스토지니오품명이 적혔는데 오늘받은건 송장만 붙어있는 상자에 대한통운 박스테이프 포장택배사에서 재포장 된걸까요? 선물용이라 뜯어보진못했지만 주말에 선물드리고 확인후 이상있으면 교환신청할게요	100	11번가	2021.06.16.	wj****	[]
12249479	CoffeeMachine	네스카페 돌체구스토 지니오S 플러스	배송빠르구 포장도 잘해서보내주셧구, 첨사용이라 사용설명	배송빠르구 <br> 포장도 잘해서보내주셧구, <br> 첨사용이라 사용설명서보고 하니, <br> 사용하기정말편하고좋앗어요~ <br> 캡슐 여러가지로 먹어보고싶은맘이 들더라구요ㅎㅎㅎ <br> 진짜 후회없는것같아요~~ <br> 너무맘에들어서 선물하려고 하나 더 구매햇습니다~^^ <br> 진작에 외 사용 안햇는지..ㅎㅎ <br> 물조절도 알아서 되고 전반적으로 <br> 사용하기편리하게 나온디자인인것같고, <br> 소음도 적고, 금방 바로바로 커피 뽑아먹을수잇어  <br> 좋아요~~~ 번창하시구 새해복 많이받으세요^^	100	SSG.COM	2021.02.13.	le****	[]
12249479	CoffeeMachine	네스카페 돌체구스토 지니오S 플러스	좋아요	커피머신 기대했던대로 정말 좋습니다! 편하구요. 하지만 보다 싼 가격에 사고싶었는데 판매자님께서 20% 할인하는 G마켓은 품절처리 하시고, 다른곳에서는 정상 판매하고 계시네요. 이유를 여쭈어보니 재고가 소량 이라서 품절 처리하셨다고, 구매하실거면 구입 가능한 타채널에서 구입하라고 하시더라구요. 참.. 이런게 판매자 갑질인가 싶기도 합니다. 아무튼 물건은 좋습니다. 그치만 씁쓸합니다. 뭐 상인은 이익을 추구하는 인간이니까 어쩔수 없겠지요. 수고하세요.	80	11번가	2021.02.16.	sd****	[]
12249479	CoffeeMachine	네스카페 돌체구스토 지니오S 플러스	배송은 주말 제외 이틀만에왔습니다. 커피머신 처음 사용	배송은 주말 제외 이틀만에왔습니다. <br> 커피머신 처음 사용해보는데 무지 좋아요.ㅠㅠ <br> 밖에 나가기가 어려워 고민끝에 장만했는데,  <br> 가격도 메리트있지만 무엇보다  <br> 아이스커피 내릴수있고, 캡슐호환 잘 되는점이 좋아요. <br> 그리고 작동법이 매우 쉬워 남편이랑 잘 사용할것같아요.생각보다 크기는 정말 작아요.ㅎㅎ <br> 같이온 스타벅스 머그, 에스프레소캡슐, 돌체구스토 쿠폰 <br> 모두 잘 왔습니다.ㅎㅎ <br> 잘 사용할께요~ 많이 파세요??	100	신세계몰	2021.03.23.	es****	[]
