13896290,aircleaner,LG전자 퓨리케어360˚ 플러스 AS281DWFA,최고예요,청정효과 좋아요. 공기가 맑아진 것 같아요. 역시 기술력이 차이나네요,100,11번가,2021.06.09.,jo****,[]
13896290,aircleaner,LG전자 퓨리케어360˚ 플러스 AS281DWFA,좋아요,배송 때문에 3번이상 연락 해서 받았습니다. 배송이 느리고 나머지는 괜찮습니다,80,11번가,2021.05.07.,hi****,[]
13896290,aircleaner,LG전자 퓨리케어360˚ 플러스 AS281DWFA,최고예요,배송도 빠르고 요청 사항도 잘 처리해주시고 만족합니다.,100,11번가,2021.08.20.,bl****,[]
13896290,aircleaner,LG전자 퓨리케어360˚ 플러스 AS281DWFA,좋아요!!! 1등급이여서 만족합니다,좋아요!!! 1등급이여서 만족합니다,100,SSG.COM,2021.06.15.,bl****,[]
13896290,aircleaner,LG전자 퓨리케어360˚ 플러스 AS281DWFA,최고예요,배송이 빠르고 포장상태도 이사없었습니다.사용은 조금도 해봐야 하지만 조용한것 같습니다,100,11번가,2021.05.29.,ca****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,꼭 필요한 공기청정기~  광클절에 좋은가격과 디자인...,"꼭 필요한 공기청정기~  광클절에 좋은가격과 디자인, 성능  만족합니다!",100,롯데홈쇼핑,2021.05.05.,ba****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,생각보다 커서 조금 놀랐어요 큐브로 두개살걸 잘못했...,생각보다 커서 조금 놀랐어요 큐브로 두개살걸 잘못했단 생각을 했구요 성능은좋네요,100,롯데홈쇼핑,2021.07.15.,Bo****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,가격 품질 디자인 성능 모두 대만족~,가격 품질 디자인 성능 모두 대만족~,100,신세계몰,2021.06.03.,sb****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,너무 맘에듭니다. 디자인 색상 성능 모두 만족합니다.,너무 맘에듭니다.디자인 색상 성능 모두 만족합니다.,100,현대Hmall,2021.06.24.,sc****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,만족합니다,삼성에서 오셔서 설치해 주셨어요디자인 넘 이뻐요,100,G마켓,2021.07.05.,yo****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,넘 좋아용 ㅋㅋㅋ 디자인도 넘 예쁘네요,넘 좋아용 ㅋㅋㅋ 디자인도 넘 예쁘네요,100,SSG.COM,2021.05.11.,qh****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,최고예요,어머님이 좋아하셨어요. 생각보다배송이빨랏어요,100,11번가,2021.04.24.,wo****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,최고예요,디자인도 이쁘고 잘돌아가요~,100,11번가,2021.05.05.,kk****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,부모님 선물로 사드렸어요 똑똑하구먼요,부모님 선물로 사드렸어요 똑똑하구먼요,100,SSG.COM,2021.08.03.,wj****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,현재까지는 잘 쓰고 있어요,현재까지는 잘 쓰고 있어요,100,SSG.COM,2021.05.24.,th****,[]
13748456,aircleaner,삼성전자 비스포크 큐브 Air AX70A9513GED,배송,이 엄청 느림 제품은 좋아요,80,G마켓,2021.06.23.,ek****,"['<img src=""http://bampic.gmarket.co.kr/v1/943/360/2112360943/00809/2112360943351964080900.jpg"" alt=""이 엄청 느림 제품은 좋아요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13794035,aircleaner,비츠 리퓨어 공기청정기,dfasdfgsdggsdg,asdgsdgggsdgsadgsdgdgg,80,G마켓,2021.03.25.,wi****,[]
14078198,aircleaner,삼성전자 비스포크 큐브 Air AX106A9970YD,조용하고 디자인이 너무 예뻐요아쉬운점은 옐로우 ...,조용하고 디자인이 너무 예뻐요아쉬운점은 옐로우 색상에 하단 용량이 큰게 없어조금 아쉽네요,80,롯데홈쇼핑,2021.08.03.,hu****,[]
14072771,aircleaner,삼성전자 비스포크 큐브 Air AX53A9370GYD,원룸에서 사용할 공기청정기가 필요해서 여러제품 비교해보,원룸에서 사용할 공기청정기가 필요해서 여러제품 비교해보고 매장도 직접 가보고 결정한 삼성 비스포크 큐브.. 너무 맘에 들어요 냉장고도 비스포크라 비스포크 예쁜건 알고 있었지만 이렇게 예쁘다닝.. 자꾸 쳐다보게 되네요^^  성능이야 뭐 말할것도 없고..  조용하고 공기정화 신속하게 잘되는것 같아요  비염이 있어서 공기정화기 장만을 해야지해야지 하면서도 막상 에어컨에 의지하게 되고 굳이 사야되나 싶어서 안샀었는데 올 봄 들어서 미세먼지가 정말 연이어서 안좋고 창문을 닫고 살았더니 숨이 답답해서 도저히 안되겠다 하고 장만하기로 했는데 좀더 저렴한 제품 알아보고 고민했는데 이건 보자마자 반해서 어머 이건 사야해 이러고 마음을 먹었죠 성능도 저렴이와 비교했을때 초미세먼지 까지 99.9% 걸러준다는 점이 차이가 나더라구요 디자인도 넘나 예뻐서 집안 인테리어 소품으로도 제격이에요 어디다 놔도 잘 어울리고 공간을 세련되고 유니크하게 만들어주네요  이참에 집안 가전을 다 비스포크로 바꾸고 싶네요^^ 이렇게 애정이 가는 제품을 만나게 되어 기쁘네요,100,신세계몰,2021.06.08.,lu****,[]
14072771,aircleaner,삼성전자 비스포크 큐브 Air AX53A9370GYD,청정한느낌,고급스럽고 이쁘고 조용하고요 안방인테리어는최고 입니다,100,G마켓,2021.07.12.,ji****,"['<img src=""http://bampic.gmarket.co.kr/v1/368/552/2144552368/00091/2144552368353865209100.jpg"" alt=""고급스럽고 이쁘고 조용하고요 안방..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
14072771,aircleaner,삼성전자 비스포크 큐브 Air AX53A9370GYD,설치해보니 디자인도 괜챦고 작동도 잘됩니다,설치해보니 디자인도 괜챦고 작동도 잘됩니다,100,옥션,2021.05.13.,ck****,"['<img src=""http://bampic.auction.co.kr/v1/533/615/c339615533/00961/c339615533189523396100.jpg"" alt=""설치해보니 디자인도 괜챦고 작동도 잘됩니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
14072771,aircleaner,삼성전자 비스포크 큐브 Air AX53A9370GYD,배송도 빠르고 친절하시고 좋아요 그런데 인식센서를 ...,배송도 빠르고 친절하시고 좋아요 그런데 인식센서를 못찾겠어요,100,롯데홈쇼핑,2021.07.24.,cu****,[]
14072771,aircleaner,삼성전자 비스포크 큐브 Air AX53A9370GYD,아기방에 놓으려고 컬러풀한걸 샀어요.,아기방에 놓으려고 컬러풀한걸 샀어요.,100,SSG.COM,2021.08.25.,ky****,[]
14072771,aircleaner,삼성전자 비스포크 큐브 Air AX53A9370GYD,적극추천합니다.마음에 듭니다,적극추천합니다.마음에 듭니다,100,옥션,2021.05.20.,do****,[]
13896611,aircleaner,LG전자 퓨리케어360˚ 펫 플러스 AS281DNPA,정말 빠른배송 ㄴ에너지고효율 1등급 환급도 가능한 제품입니다.,빠른배송 감사합니다.LG 공기청정기 중에 이번에 환급 받을수 있는 청정기 모델이몇개 없는데 21년 신제품이면서 에너지효율 1등급인제품이 몇모델 없더라구요가전제품은 원래 배송 몇일 걸릴거라는 예상하에 주문했는데목요일 주문해서 토요일에 받았습니다.정말 빠른 배송 다시 한번 감사합니다.제품은 좋습니다.가격도 최저가 비교해서 구매한거라 후회없구요오프라인 베스트#에도 가서 가격 문의했었는데28평형짜리는 아예 전시도 없고 영업사원도 모르더라구요아무튼 강추합니다.,100,G마켓,2021.05.03.,hj****,"['<img src=""http://bampic.gmarket.co.kr/v1/952/436/2088436952/00766/2088436952349787676600.jpg"" alt=""빠른배송 감사합니다.LG 공기청정기 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13896611,aircleaner,LG전자 퓨리케어360˚ 펫 플러스 AS281DNPA,최고예요,주문한 주에 바로 기사분이 와서 받았어요1등급이라 종일 틀어둬도 전기세 걱정도 없고 밤시간에도 소음없이 조용해요 수치 등을 직접 확인 가능해서 기존에 사용하던 공청기보다 믿음이 간다고 해야하나.. 멀리서도 조명색상으로 표시되니 좋구요,100,11번가,2021.08.18.,pp****,[]
13896611,aircleaner,LG전자 퓨리케어360˚ 펫 플러스 AS281DNPA,최고예요,포메라니안을 키우고 있어서 구매하게 되었는데 쓰고 나서 아들래미 알레르기 증상(재채기)이 덜해졌어요~ 집에 올때마다 안에서도 마스크 쓰는데 이제는 말짱하네요,100,11번가,2021.07.20.,ss****,[]
13896611,aircleaner,LG전자 퓨리케어360˚ 펫 플러스 AS281DNPA,최고예요,좋은 제품을 저렴하게 샀고 배송도 예상보단 빨라 좋았어요.,100,11번가,2021.06.06.,se****,[]
13896611,aircleaner,LG전자 퓨리케어360˚ 펫 플러스 AS281DNPA,굿,배송빠르고  펫키우는집에서는최고입니다,100,G마켓,2021.09.23.,jh****,[]
13896611,aircleaner,LG전자 퓨리케어360˚ 펫 플러스 AS281DNPA,보통이에요,가격에 비해서 좀. .,60,11번가,2021.06.01.,my****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,좋습니다 스마트는 위대하죠,제품 포장은 잘되어있네요. 줄만 끊으면 위로 쑥 하고 올리면 사진처럼 되고요 생각보다 무게가 있는네요. 체감상 20키로정도 스마트폰으로 수명 공기질 등 볼수 있어서 만족하네요. 온도계가 없어서 아쉬운데 에어컨 때문에 뺀거 같은게 공기질은 온도도 중요한데 좀 넣어줬으면 했네요. 공기 토출구는 입구가 앞으로 나왔다 뒤로 갔다 전후진 하니깐 바닦에 두면 물건이 끼이지 않게 신경좀 써야 할꺼 같네요 일단은 스마트 모드로 하면 자기가 알아서 습득해서 공기 청정하는데 멀하는지 모르겠네요 탁상인지 의자 같은거 팔던데 사볼까 생각도 좀 들긴합니다.일단 1인방이라서 그냥 발도좀 올리고 할려고 했는데 토출구가 작동하는식이라 포기 해야겠네요 일단은 전반적으로 만족할만 하네요. 배송은 금요일 호후 8시주문 화요일 오후 수령했습니다 택배기사님 창고에 넣어달라고 했는데 잘두셨더라고요. 동내 기사님들 전부 친절함 저의동내기준이라,100,G마켓,2021.06.30.,rx****,"['<img src=""http://bampic.gmarket.co.kr/v1/503/237/2106237503/00141/2106237503353561714100.jpg"" alt=""제품 포장은 잘되어있네요. 줄만 끊..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,"상품은 좋아요. 배송은 2주 정도 걸리네요. 배송 기간이야 상세 설명에 고지되어 있으니 큰 불만은 없지만, !!!!! 구매확정을 요구하며 문자를 보냅니다 !!!!!!!!!! 확정하기 전까지 자기들 입금이 안 된다고 !!!!!!!!!! “번거럽게해드립니다 죄송합니다” 라고 오네요번거럽게 해드립니다?확정 안 하면 해줄 때까지 구매자를 번거롭게 해주세요?구매 확정 시 반품이 어려워지는데? 상품에 기본 제공되는 기간 동안은 사용해보고 이상이 없을 경우 환불/반품 없이 확정하는 게 맞지 않나요? 소비자의 정당한 권리를 침해하는 거 아닙니까? 제품 배송엔 거의 2주가 걸려놓고선 구매 확정은 바로 해달라고요? 해주기 전까지 번거롭게 해주세요? 당신은 양심이 없습니까? 이러한 사실을 알고 요구하는 거냐고 물으니 입 싹 닫으시네요? 좋습니다. 제대로 된 답변이나 조치가 확인될 때까지 제가 “번거롭게 해드립니다”",100,11번가,2021.07.21.,wo****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,상품평에 자가설치라고 써있던데 삼성기사님이 배송&설치해주셨어요~ 초보기사님이신지 오셔서 설치가 조금 오래걸렸지만 설치해주셔서 편합니다판매자분한테 배송문의했었는데 답변 빨랐어요~ 신상인데 다른곳보다 저렴하게 구매한거같아요 본가에도 이상품으로 사라고 추천했네요 생각보다 부피는 크고 디자인 세련되고 예뻐요~ 공기청정기는 필수가전인거같아요,100,11번가,2021.09.23.,eu****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,전원을 켜니 전면패널이 앞으로 왔다갔다 하네요. 오염정...,전원을 켜니 전면패널이 앞으로 왔다갔다 하네요. 오염정도에 따라서 흡입구가 더 열리나 보내요.스마트씽스(smartThings)앱을 켜니 바로 공기청정기를 추가할까요 하고 창이 뜨네요. 가스차단기랑 잘 연결해서 공기청정기 켜지고 꺼지게 해봐야 겠습니다. 많이 파세요~,100,옥션,2021.08.25.,br****,"['<img src=""http://bampic.auction.co.kr/v1/900/434/c336434900/00190/c336434900193026819000.jpg"" alt=""전원을 켜니 전면패널이 앞으로 왔다..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,보통이에요,"상품은 아 주 좋아요. 만족합니다.  단 배송이 영 별로에요. 주문한지 한참 있다가  배송이 되었고 , 화가 나는건 배송 시작도 안했는데  배송중이라고 일주일동안 뜨있고 , 배송문의를 남겨도 답장도 안해주고, 11번가 고객센터에 전화했더만 그 다음날 배송시작했네요. 징합니다~",60,11번가,2021.07.02.,ky****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,생각보다 소음은.. 살짝.. 거슬리는 정도?!구요.. 음.. 먼지는 잘 인지하는거 같은데.. 가스는 잘 모르겠어욤... ㅠㅠ 여튼.. 좋은 가격에 사서.. 좋아욤~,100,11번가,2021.05.24.,dn****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,배송완전빨라서 마음에듭니다판매자분의 자세한설명도 마음에드네요다만 자가설치? 라서 받아본후 사용하는방법을 알려주셧으면 더 좋을거같아요제품은 안전하고 빠르게 배송와서 마음에듭니다더 써봐야알겟지만 좋아요!,100,11번가,2021.05.28.,ge****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,너무 좋아요,비록 코로나로 인하여 배송은 조금 늦었지만 상품 가격 아주 만족스럽고 설치기사님도 매우 친절하셨어요. 2개 사서 안방과 아이방 설치했는데 상쾌함이 느껴집니다,100,G마켓,2021.07.31.,e*****,"['<img src=""http://bampic.gmarket.co.kr/v1/158/848/2104848158/00309/2104848158355074730900.jpg"" alt=""비록 코로나로 인하여 배송은 조금 늦..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,배송은 더뎠지만 삼성비스포크 공기청정기로 결정하길잘했어요 기능도다양 무풍기능을선택할수도있고요 디...,배송은 더뎠지만삼성비스포크 공기청정기로결정하길잘했어요기능도다양무풍기능을선택할수도있고요디자인은두말할게없네요기다림이아깝지않은  제품역시삼성입니다..감사해요,100,현대Hmall,2021.05.19.,ag****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,좋아요,기다린 보람 있어요다리를 사야하나 말아야하나 고민좀 해보겠지만성능도 좋고 이쁘고 짱!!착한 가격에 배송은 느렸지만제품이 맘에 들어 배송은 참겠습니다!!,80,11번가,2021.08.30.,ba****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,신혼집 선물,신혼집 선물로~~ 너무 예쁘다고 좋아하네요그런데 배송이 너무  오래 걸렸습니다 ㅠㅠ2주가 넘게 걸리는 배송은 진짜 처음이네요 ㅜ그것만 빼면 만족합니다,80,G마켓,2021.07.18.,dj****,"['<img src=""http://bampic.gmarket.co.kr/v1/695/912/2111912695/00931/2111912695353760993100.jpg"" alt=""신혼집 선물로~~ 너무 예쁘다고 좋아..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,좋은 가격에 잘 구매했습니다. 현대몰에서 싸게 잘사고 작동도 잘됩니다. 다음에도 좋은 제품 구매하겠습니...,좋은 가격에 잘 구매했습니다. 현대몰에서 싸게 잘사고 작동도 잘됩니다. 다음에도 좋은 제품 구매하겠습니다. 만족스럽습니다,100,현대Hmall,2021.07.12.,ki****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,좋아요,방에 두니  생각 보다 크기가 있어      공간을  차지 하지만  무난하게 사용 할 수 있는 제품이예요,80,11번가,2021.06.04.,lo****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,굿굿 예쁘고 스타일리쉬해요,요즘 삼성제품으로 집안을 도배해서 스마트싱즈로 죄다 연결해놓느라 방에 있는 공기청정기도 바꿨는데 마음에 쏙 듭니닷,100,G마켓,2021.09.04.,ju****,"['<img src=""http://bampic.gmarket.co.kr/v1/937/649/2108649937/00731/2108649937357953973100.jpg"" alt=""요즘 삼성제품으로 집안을 도배해서 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,"사용한지는 얼마 되지 않았으나,  디자인 및 오염사항에 대해 민감 반응 정도 등  만족스럽습니다.",100,11번가,2021.08.04.,si****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,가격 저렴하고 배송이 총알입니다 하루만에 도착했어요 성...,가격 저렴하고 배송이 총알입니다 하루만에 도착했어요 성능도 조용하고 아주 굿입니다~~,80,옥션,2021.08.27.,to****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,배송은 느려요,박스가 조금 훼손된채와서 세제품아닌 느낌배송전 연락없이 와있어서 당황이주 넘게 기다렸는데… 제품은 삼성꺼니까 당연좋구요..,100,G마켓,2021.07.02.,so****,"['<img src=""http://bampic.gmarket.co.kr/v1/695/912/2111912695/00804/2111912695352974180400.jpg"" alt=""박스가 조금 훼손된채와서 세제품아..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,좋아요,가습기와 병용할 수 없다는 설명을 사전에 고지해야 하는 거 아닌가 싶습니다. 수십 만원을 주고 샀는데 쓸모가 없어졌어요.,80,11번가,2021.08.20.,ha****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,친정집 인테리어공사후에 냄새가 안잡혀서 급하게 주문했습니다. 조용하고 성능은 좋다고하셨습니다.,100,11번가,2021.08.09.,mm****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,설치할것도 없지요! 택배로 왔으나 배치는 매우쉽고. 가격은 저렴하게 구매해서 좋습니다~!,100,11번가,2021.07.06.,jo****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,귀여워요 ㅎㅎ,상품은 너무 맘에들어요ㅎㅎ디자인이나 사이즈도 딱이구요!그런데 배송은 2주정도 걸린거같아요ㅠ,100,G마켓,2021.07.09.,hi****,"['<img src=""http://bampic.gmarket.co.kr/v1/695/912/2111912695/00688/2111912695353117668800.jpg"" alt=""상품은 너무 맘에들어요ㅎㅎ디자인이..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,좋아요,"필터좋아보이고, 디자인은 역시 비스포크네요..좋은제품 좋은가격에 잘 구입했어요..",80,11번가,2021.07.27.,st****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,물류쪽 과부하로 늦다고 연락왔지만 은근 빨리왔구요 설치...,물류쪽 과부하로 늦다고 연락왔지만 은근 빨리왔구요 설치까지 해줘서 편했습니다 아주 만족해요 !!,100,옥션,2021.08.06.,ck****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,배송 살짝느림. 그외 가격은 싼편임 성능은...여느 공기청정이그러하듯 애매,100,11번가,2021.07.30.,S|****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,강력추천,가전이라 배송이 늦을 줄 알았는데..다음날 바로 와서 너무 놀랐어요 쿠팡인줄 알았네제품도 너무 좋아요,100,G마켓,2021.08.06.,zz****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,조용하고 성능좋고 최고입니다 디자인 기능 뭐하나빠지는게없네요,100,11번가,2021.06.16.,ro****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,성능 최대박 상품이에요다만 너무 예민해서 좀 거슬리긴...,성능 최대박 상품이에요다만 너무 예민해서 좀 거슬리긴 하지만적응되면 오히려 좋을거 같아요,80,옥션,2021.09.01.,ok****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,배송은 오래걸렸지만  상품좋네요 이쁘고 성능도좋아요 저,"배송은 오래걸렸지만  상품좋네요
이쁘고 성능도좋아요 저렴하게 잘샀어요",100,신세계몰,2021.05.04.,lh****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,침실에 필요해서 구입했습니다 조용해서 전원이 켜져있는지 가끔 확인하게 되네요,100,11번가,2021.05.24.,se****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,좋아요,이쁘고 고급스럽고 아주 좋습니다~~어디에 놓아도 어울려요상품배송 속도가 조금 아쉽네요,80,11번가,2021.08.25.,pa****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,너무 예쁘고 고급스러워요. 정말 저렴한 가격에 잘 샀어요~,100,11번가,2021.07.26.,co****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,배송도 빨리 오고 요즘 공기 너무 안좋아서 힘들었는데너무 좋아요  ㅜㅜ,100,11번가,2021.06.12.,so****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,저렴하게 구매해서 좋아요 ㅎㅎ만족합니다 애기가 사용할거라 구매했어용,100,11번가,2021.07.20.,kk****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,생각보다 빨리 도착했어요 일주일 정도 걸렸구요생각보다 커서 …… 당황했지만,100,11번가,2021.07.26.,ia****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,강풍으로 돌리면 집안이 확 깨끗해 져요 시원함은 번들,100,11번가,2021.06.27.,el****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,사장님께서 엄청 빨리 출고해주셔서 물건 무사히 잘 받았...,사장님께서 엄청 빨리 출고해주셔서 물건 무사히 잘 받았습니다!감사합니다!,100,옥션,2021.07.18.,is****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,삼성공기청정기는 처음써보는데 .거지같은 다이슨보다 ...,삼성공기청정기는 처음써보는데 .거지같은 다이슨보다 10배좋습니다....,100,롯데홈쇼핑,2021.05.21.,se****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,좋아요,저렴하고 좋네요 배송도 생각보다 빨리 해줘서 대만족 !,100,G마켓,2021.09.02.,ne****,"['<img src=""http://bampic.gmarket.co.kr/v1/695/912/2111912695/00365/2111912695357333436500.jpg"" alt=""저렴하고 좋네요 배송도 생각보다 빨..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,기사분이 직접 가져다주시고 거치대 별도 사?는데 설치까,"기사분이 직접 가져다주시고
거치대 별도 사?는데 설치까지 딱ㅋ",100,SSG.COM,2021.04.30.,mm****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,구매확정이 늦어서 죄송해요ㅡ선물했는데 너무 만족스럽네요,100,11번가,2021.07.27.,ch****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,배송은 일주일정도 걸렸지만 저렴하게 구매할수있었어요.,배송은 일주일정도 걸렸지만 저렴하게 구매할수있었어요.,100,옥션,2021.09.13.,ma****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,배송이 엄~~~~청나게 느렸지만 저렴하게 구매햇네요,"배송이 엄~~~~청나게 느렸지만
저렴하게 구매햇네요",80,신세계몰,2021.05.18.,ma****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,오프라인은 너무 비싸서 인터넷으로 샀습니다.,배송빠르고 잘 구매 했습니다?? 작동 잘 되구요!,100,G마켓,2021.08.18.,bi****,"['<img src=""http://bampic.gmarket.co.kr/v1/503/237/2106237503/00412/2106237503356773441200.jpg"" alt=""배송빠르고 잘 구매 했습니다?? 작동 잘 되구요!"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,군~!,깔끔하고 맘에 들어요~저렴하게 잘 샀어요~,80,G마켓,2021.08.21.,lj****,"['<img src=""http://bampic.gmarket.co.kr/v1/414/106/2115106414/00855/2115106414355861085500.jpg"" alt=""깔끔하고 맘에 들어요~저렴하게 잘 샀어요~"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,좋아요,배송이 좀 늦었던 감이 있지만 싸게 사서 만족합니다,80,11번가,2021.07.08.,xu****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,배송은 느리지만 저렴 하게 구매해서 잘사용합니다,100,11번가,2021.08.02.,lj****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,조용하이 좋네요 배송도 빠르고 ㅎ 잘쓰겠습니다,100,11번가,2021.06.14.,qk****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,디자인의 비스포크! 인버터 평생보장의 매력!,디자인의 비스포크! 인버터 평생보장의 매력!,100,옥션,2021.08.04.,re****,"['<img src=""http://bampic.auction.co.kr/v1/250/666/c343666250/00887/c343666250192028088700.jpg"" alt=""디자인의 비스포크! 인버터 평생보장의 매력!"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,생각보다 사이즈가 많이 커요조용해요,100,11번가,2021.07.14.,mj****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,좋아요 아직 더써봐야알겠지만 괜찮은것같아요 하하,100,11번가,2021.06.15.,ch****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,굉장히 예민하게 반응해서 공기청정 합니다.,굉장히 예민하게 반응해서 공기청정 합니다.,100,옥션,2021.09.03.,to****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,잘쓰겠습니다,아들 자취방에서 사용 중인데 맘에 들어하네요,80,G마켓,2021.08.24.,34****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,별로예요,2주만에 받았고 상품은 그냉 택배네요 마니파세려,40,11번가,2021.09.06.,ys****,[]
13748156,aircleaner,삼성전자 비스포크 큐브 Air AX53A9313GED,최고예요,배송이 빠릅니다 ㅎㅎ 보통입니다 ㅎㅎ 금방와요,100,11번가,2021.06.12.,hu****,[]
